TIC,Sector,Bootstrap [5*NoiseLevel]
298165335,16,0.0010466718411203371
298165335,22,0.0012136869427190795
298165335,23,0.0010871756880911534
198456033,14,0.005749674982772463
198456033,15,0.006153478137687238
198456033,16,0.0062201160222479695
198456033,17,0.00650626027422542
198456033,18,0.006548411921855282
198456033,19,0.00643267357987404
198456033,20,0.005925027374857775
198456033,21,0.005776852595399501
198456033,22,0.006032657844290434
