TIC,sector,std of lc,noise level [%],period [days],max amp [%],avg amp [%],max amp / noise
233067231,20,0.0008563227674276195,0.004646545750068968,11.165680231727848 d,0.005864503594945084,0.004986095525881381,1.262121134793096
233067231,21,0.000920063549737344,0.004943998316698039,10.399383841015554 d,0.012346282737097387,0.008833495829779171,2.4972263229537526
233067231,22,0.0011292217696056617,0.0059409547926033346,15.0 d,0.014255743923494239,0.008151847835152513,2.399571183615648
233067231,23,0.0013195173689624009,0.007560213823716591,10.35236109022148 d,0.007327738481595456,0.006194001999355623,0.9692501630850897
233067231,24,0.000857166531228634,0.004681941210064262,10.317102423933209 d,0.005603077411045543,0.002656625144818063,1.1967423681017637
233067231,25,0.0016119150730782763,0.009450265172440492,15.0 d,0.02161678710038136,0.015988129430091525,2.287426511948227
233075513,14,0.0011201941409531237,0.005983765613113623,13.490566104740264 d,0.02646602351092409,0.02414368832891973,4.422971289671326
233075513,15,0.0017260391547680974,0.009352628650264677,15.0 d,0.03788339190347235,0.02894854350963149,4.050560897914006
233075513,16,0.0012672203451297558,0.006961482062825279,10.08531519529006 d,0.00911992488577835,0.004443418017547238,1.3100550721058783
233075513,17,0.0017598115862023844,0.010046217862982479,15.0 d,0.0422411382149373,0.031006934955014463,4.204680685911079
233075513,18,0.001439979265223899,0.00793343010780098,10.045860206904036 d,0.016034348680277994,0.010643934336946097,2.0211117338150295
233075513,19,0.0014726234450594838,0.008376392742135032,10.062843990690627 d,0.016301014087387933,0.01426552545419056,1.9460661157147485
233075513,21,0.002177313640643416,0.01174313495676179,15.0 d,0.04599512867618982,0.030467405123280535,3.9167674428969637
233075513,22,0.0010918189698199976,0.005756869043514483,15.0 d,0.010664908514865458,0.00811125468357468,1.8525536075690703
233075513,24,0.0011442133703375376,0.0062498237349644225,10.317087356335627 d,0.008019012602080277,0.005903278167272576,1.2830782022248386
233075513,25,0.0012447302159842172,0.007297549855859406,15.0 d,0.014288235086554335,0.012257768388808021,1.9579496363538937
233075513,26,0.0015561302561434857,0.009250602139638893,11.009857625343722 d,0.01594172376960004,0.012958977266336907,1.723317415337716
219897252,14,0.0017167692562313193,0.009170503991698255,10.362320910774343 d,0.04202539407070614,0.03451862678851379,4.582670059219243
219897252,15,0.001603033369532674,0.0086861157105303,10.26317999448412 d,0.038189861791114235,0.030450115885751187,4.3966558889856975
219897252,16,0.001410666376993864,0.007749503642216195,10.08534849128962 d,0.013727652779486321,0.0076093650482747695,1.7714234889449645
219897252,18,0.0017533245507740814,0.00966444638264977,13.353669483033984 d,0.023161977950623188,0.02064797848151441,2.3966171504872795
219897252,19,0.001853520908536819,0.010532125018751351,13.363642970495915 d,0.01683319506304703,0.013259859407204342,1.5982714820681754
219897252,20,0.0017785961079391905,0.009650949969787641,12.205695312242014 d,0.019892731088258467,0.016268066135600744,2.0612199991226547
219897252,21,0.0014881721861556756,0.008018894307096352,10.382140135967301 d,0.02038312880405971,0.01448185249909204,2.5418876996572433
219897252,22,0.0020043545669080395,0.010549769210873354,12.284709010302077 d,0.03362575629818938,0.028970296718260173,3.1873452040573786
219897252,23,0.0020352394438788086,0.01156469083639678,15.0 d,0.03661642018570995,0.02598113325498349,3.1662256002961646
219897252,24,0.0014612928305601156,0.007981747856585363,10.317043141812741 d,0.022713453003511512,0.017507762578675846,2.8456740818706416
219897252,25,0.0014709434731774564,0.008623783043762464,10.21592080937617 d,0.007613128297374424,0.003591323542070938,0.8828061024657803
219897252,26,0.0015032738992040065,0.008936391213742737,10.113109852327305 d,0.022173066195125025,0.014388449062571857,2.481210330298253
233205654,14,0.0027657482086913226,0.014773857870401306,15.0 d,0.025266593567170467,0.019784691930144687,1.7102231379787969
233205654,16,0.0028562000813555817,0.01569055114259631,10.085324485288256 d,0.02668424433763158,0.019686124414256982,1.7006569173462536
233205654,17,0.0023551276952174793,0.013396143188677838,10.132399397069673 d,0.041084244014598356,0.03305614939195746,3.066871071467941
233205654,18,0.002883146293783853,0.015953939303476068,13.34736377628547 d,0.08999361411989859,0.08358081536533528,5.640839695327827
233205654,20,0.002031480779750248,0.011023143074720559,10.28899403976947 d,0.018500102710185852,0.01016800086805567,1.6782965243925982
233205654,21,0.002939589412274519,0.015876463130673674,15.0 d,0.10550883726724172,0.06974153859419757,6.645613471894527
233205654,23,0.0028355376762590253,0.016128751237222856,15.0 d,0.051898983468246895,0.029073398040497862,3.2177930395796204
233205654,24,0.002233675291840088,0.012200588821145839,10.317063134641511 d,0.02405386544843919,0.01608392897334515,1.9715331613134497
233205654,25,0.0027657434938234858,0.016214879959941125,11.101071012838842 d,0.025100949189464514,0.02157793963309373,1.5480194273085235
233205654,26,0.002923010986815685,0.017376187875066885,11.009843653325426 d,0.023314155673764558,0.0208843663784065,1.3417301793345635
